Length,Key,Mode,time_signature,Danceability,Acousticness,Energy,liveness,loudness,speechiness,valence,tempo,Genere,Classe
220267,5,1,4,0.603,0.00554,0.929,0.0873,-6.257,0.0369,0.807,135.621,ROCK,2
269360,9,1,4,0.676,0.00101,0.92,0.248,-7.96,0.0435,0.624,126.341,ROCK,2
258547,4,0,4,0.493,0.665,0.236,0.0744,-13.638,0.0293,0.375,130.341,ROCK,2
314093,7,1,4,0.56,0.233,0.543,0.335,-8.433,0.0288,0.661,85.119,ROCK,2
286220,9,1,4,0.667,0.0966,0.755,0.0523,-7.246,0.069,0.883,109.535,ROCK,2
216733,1,0,4,0.432,0.0206,0.88,0.185,-5.769,0.0656,0.527,95.59,ROCK,2
304840,2,1,4,0.602,0.000202,0.905,0.117,-4.046,0.0775,0.411,128.019,ROCK,2
269720,9,0,3,0.315,0.000825,0.534,0.101,-7.552,0.031,0.283,116.89,ROCK,2
213800,2,1,4,0.613,0.00148,0.953,0.152,-3.435,0.0855,0.537,105.046,ROCK,2
229467,1,0,4,0.456,0.000419,0.79,0.105,-5.598,0.0292,0.355,90.4,ROCK,2
210107,5,1,4,0.294,0.05,0.745,0.676,-9.138,0.0461,0.347,134.364,ROCK,2
204560,6,1,4,0.432,0.0865,0.824,0.288,-9.518,0.189,0.701,122.299,ROCK,2
268507,7,1,4,0.744,0.175,0.798,0.26,-5.981,0.0364,0.89,125.061,ROCK,2
285160,0,1,4,0.601,0.181,0.593,0.121,-11.685,0.0257,0.902,97.784,ROCK,2
269920,4,1,4,0.27,0.00501,0.944,0.116,-4.199,0.0975,0.606,146.347,ROCK,2
391376,2,1,4,0.579,0.00574,0.508,0.0575,-9.484,0.027,0.609,147.125,ROCK,2
511293,2,1,4,0.685,0.233,0.806,0.105,-12.151,0.0497,0.31,134.889,ROCK,2
284200,7,1,4,0.402,0.00407,0.777,0.045,-4.981,0.0282,0.324,108.759,ROCK,2
238747,0,1,4,0.694,0.0781,0.394,0.247,-15.881,0.0428,0.719,104.126,ROCK,2
251227,2,1,4,0.804,0.609,0.61,0.105,-11.51,0.0331,0.849,125.07,ROCK,2
310333,6,0,4,0.536,0.0628,0.844,0.0608,-6.918,0.058,0.185,117.652,ROCK,2
297000,10,1,4,0.395,0.293,0.59,0.325,-14.027,0.0436,0.145,117.42,ROCK,2
267800,4,0,4,0.611,0.157,0.814,0.0648,-10.446,0.0552,0.743,111.221,ROCK,2
515867,7,1,4,0.527,0.6,0.509,0.144,-10.893,0.0628,0.497,138.317,ROCK,2
369600,0,1,4,0.483,0.729,0.721,0.189,-6.836,0.032,0.562,95.261,ROCK,2
248907,4,1,4,0.491,0.25,0.802,0.387,-7.106,0.0392,0.472,119.25,ROCK,2
276880,9,1,4,0.536,0.00145,0.901,0.06,-7.211,0.0374,0.666,87.559,ROCK,2
256093,9,1,4,0.812,0.0338,0.407,0.0555,-8.152,0.0433,0.584,103.968,ROCK,2
235933,2,1,4,0.449,0.000416,0.546,0.13,-11.945,0.0412,0.822,119.002,ROCK,2
250627,0,1,4,0.52,0.0665,0.887,0.186,-3.296,0.0349,0.793,122.528,ROCK,2
296200,9,1,4,0.453,0.361,0.906,0.26,-4.001,0.115,0.473,137.575,ROCK,2
212933,2,1,4,0.497,0.0155,0.852,0.0793,-5.517,0.0405,0.713,138.8,ROCK,2
252453,2,0,4,0.298,0.000168,0.799,0.496,-6.962,0.0464,0.561,143.072,ROCK,2
354520,6,1,4,0.454,0.0852,0.91,0.116,-7.766,0.0446,0.63,125.116,ROCK,2
274133,9,1,4,0.38,0.00298,0.76,0.104,-10.961,0.0378,0.491,99.437,ROCK,2
261532,9,1,4,0.497,0.00985,0.849,0.106,-5.352,0.0612,0.72,169.937,ROCK,2
294000,4,0,4,0.432,0.274,0.848,0.233,-8.095,0.0878,0.743,81.201,ROCK,2
228560,2,1,4,0.769,0.229,0.431,0.054,-14.424,0.0958,0.91,119.836,ROCK,2
506400,2,0,4,0.667,0.0491,0.655,0.0641,-9.339,0.0367,0.657,134.212,ROCK,2
245454,2,1,4,0.663,0.144,0.719,0.171,-8.785,0.0565,0.538,113.457,ROCK,2
222280,3,1,4,0.575,0.0582,0.909,0.0724,-8.003,0.0654,0.693,137.335,ROCK,2
201867,7,1,4,0.519,0.000312,0.934,0.137,-7.137,0.0471,0.586,138.162,ROCK,2
188240,2,1,4,0.742,0.0838,0.844,0.418,-6.441,0.111,0.85,113.371,ROCK,2
255493,9,1,4,0.31,0.011,0.7,0.0828,-5.678,0.047,0.763,188.386,ROCK,2
279973,1,1,4,0.31,0.000416,0.874,0.0695,-11.889,0.152,0.096,131.717,ROCK,2
167053,3,0,4,0.337,0.0236,0.993,0.114,-4.116,0.226,0.195,140.572,ROCK,2
261933,4,0,4,0.547,0.015,0.691,0.144,-13.553,0.0369,0.667,137.148,ROCK,2
256960,0,1,4,0.489,0.287,0.676,0.389,-8.769,0.0367,0.623,89.735,ROCK,2
183290,11,0,4,0.794,0.0125,0.793,0.0952,-4.521,0.0842,0.677,123.941,POP,3
219947,6,1,4,0.798,0.0912,0.675,0.0894,-5.041,0.0442,0.842,101.956,POP,3
190800,9,0,4,0.759,0.0392,0.548,0.0828,-6.049,0.029,0.749,116.967,POP,3
207039,11,0,4,0.74,0.0169,0.498,0.319,-6.684,0.0456,0.652,98.016,POP,3
182161,1,1,4,0.501,0.751,0.405,0.105,-5.679,0.0319,0.446,109.891,POP,3
206459,4,1,4,0.505,0.576,0.34,0.21,-9.005,0.0438,0.0916,101.993,POP,3
197867,5,0,4,0.64,0.124,0.648,0.0802,-8.113,0.187,0.548,92.977,POP,3
178640,1,0,4,0.725,0.578,0.321,0.0884,-10.744,0.323,0.319,70.142,POP,3
181012,8,1,4,0.639,0.405,0.602,0.117,-6.331,0.0314,0.444,129.968,POP,3
178480,9,1,4,0.674,0.296,0.881,0.0793,-2.853,0.147,0.234,98.994,POP,3
221096,9,0,4,0.626,0.051,0.55,0.118,-5.105,0.029,0.123,133.976,POP,3
162864,11,1,3,0.407,0.375,0.697,0.125,-5.612,0.342,0.632,179.681,POP,3
207133,8,1,4,0.676,0.0237,0.771,0.102,-3.675,0.0483,0.569,99.048,POP,3
170746,8,1,4,0.724,0.018,0.491,0.0887,-6.024,0.0296,0.383,105.046,POP,3
177667,7,0,4,0.815,0.223,0.518,0.104,-6.594,0.0897,0.877,151.891,POP,3
223523,8,1,4,0.77,0.194,0.882,0.316,-4.792,0.0602,0.385,99.991,POP,3
180531,8,1,4,0.83,0.289,0.536,0.11,-6.642,0.0477,0.625,112.977,POP,3
187436,1,1,4,0.719,0.0691,0.704,0.166,-4.724,0.0476,0.628,133.002,POP,3
181040,1,0,4,0.842,0.0427,0.734,0.106,-5.065,0.0588,0.952,137.958,POP,3
161178,2,1,4,0.84,0.0878,0.724,0.0301,-5.353,0.109,0.431,101.994,POP,3
171774,11,0,4,0.888,0.068,0.42,0.569,-10.197,0.133,0.887,122.04,POP,3
189133,9,0,4,0.721,0.05,0.805,0.153,-4.134,0.0927,0.653,118.058,POP,3
200000,9,1,4,0.586,0.806,0.694,0.103,-4.511,0.0353,0.571,105.015,POP,3
190800,2,1,4,0.692,0.524,0.809,0.147,-4.198,0.0602,0.864,123.911,POP,3
172507,2,0,4,0.484,0.487,0.426,0.279,-7.407,0.106,0.417,98.454,POP,3
219080,1,0,4,0.681,0.00464,0.865,0.149,-4.132,0.0594,0.528,91.017,POP,3
202280,0,1,4,0.714,0.267,0.658,0.176,-5.497,0.0315,0.766,81.553,POP,3
202267,6,0,4,0.712,0.072,0.764,0.0708,-5.57,0.0293,0.962,125.053,POP,3
219742,4,0,4,0.377,0.0197,0.651,0.174,-5.437,0.0588,0.0851,129.698,POP,3
176417,8,1,4,0.605,0.00548,0.664,0.204,-7.162,0.0316,0.164,103.997,POP,3
179842,5,1,4,0.537,0.0362,0.612,0.0926,-4.777,0.051,0.308,92.178,POP,3
194088,7,1,4,0.701,0.328,0.425,0.1,-10.965,0.375,0.562,135.128,POP,3
198286,11,0,4,0.718,0.388,0.638,0.112,-8.48,0.259,0.183,97.025,POP,3
219933,6,1,4,0.691,0.184,0.733,0.341,-5.02,0.0368,0.797,153.976,POP,3
211522,4,0,4,0.817,0.376,0.445,0.107,-7.21,0.103,0.273,97.024,POP,3
213185,0,0,4,0.737,0.0667,0.698,0.313,-4.884,0.0473,0.806,96.893,POP,3
189600,0,1,4,0.694,0.372,0.519,0.113,-9.29,0.0638,0.245,100.061,POP,3
157493,5,1,4,0.505,0.489,0.428,0.0977,-5.604,0.221,0.618,175.813,POP,3
179831,6,1,4,0.79,0.0825,0.684,0.106,-4.372,0.0525,0.236,110.984,POP,3
230889,0,1,4,0.749,0.0601,0.665,0.0855,-9.776,0.0367,0.3,104.972,POP,3
179440,7,1,4,0.718,0.00455,0.581,0.0726,-6.285,0.103,0.406,100.987,POP,3
195747,7,0,3,0.585,0.034,0.525,0.139,-5.915,0.0817,0.533,167.811,POP,3
173325,4,0,4,0.715,0.11,0.624,0.123,-3.046,0.114,0.412,158.087,POP,3
197000,10,1,4,0.702,0.0943,0.786,0.0908,-4.973,0.0422,0.731,119.979,POP,3
158900,7,1,4,0.759,0.156,0.605,0.694,-7.737,0.0433,0.64,121.049,POP,3
240316,0,0,4,0.713,0.0677,0.612,0.208,-9.555,0.0827,0.572,126.65,POP,3
183000,0,1,4,0.795,0.108,0.496,0.0645,-5.883,0.0722,0.874,94.01,POP,3
169813,0,0,4,0.622,0.667,0.796,0.106,-2.999,0.172,0.62,197.705,POP,3
217653,7,1,4,0.591,0.225,0.702,0.414,-5.59,0.0289,0.501,104.003,POP,3
202082,1,0,4,0.713,0.00653,0.712,0.244,-6.098,0.0364,0.428,102.035,POP,3
231999,9,0,4,0.611,0.0188,0.622,0.359,-5.075,0.0734,0.538,146.11,POP,3
180296,5,1,4,0.73,0.487,0.648,0.0843,-5.867,0.111,0.493,100.156,POP,3
221543,7,1,4,0.853,0.39,0.351,0.752,-10.198,0.241,0.282,118.028,POP,3
162583,11,1,4,0.599,0.176,0.733,0.242,-7.058,0.203,0.534,102.211,POP,3
157202,5,0,4,0.802,0.272,0.645,0.119,-6.181,0.0715,0.376,100.001,POP,3
163621,3,0,4,0.708,0.559,0.633,0.448,-5.112,0.218,0.603,173.955,POP,3
177391,1,1,3,0.652,0.0519,0.453,0.179,-6.119,0.0445,0.432,88.038,POP,3
214345,7,1,4,0.461,0.254,0.806,0.113,-6.636,0.119,0.462,72.531,POP,3
193143,8,1,4,0.905,0.74,0.389,0.106,-14.505,0.332,0.196,120.046,POP,3
201661,6,1,4,0.752,0.297,0.488,0.0936,-7.05,0.0705,0.533,136.041,POP,3
169175,1,0,4,0.655,0.716,0.569,0.135,-5.018,0.0349,0.44,150.267,POP,3
157879,3,1,4,0.67,0.0685,0.749,0.261,-8.075,0.0389,0.236,124.01,POP,3
201072,8,1,4,0.669,0.268,0.801,0.0594,-5.445,0.136,0.541,109.919,POP,3
158733,4,0,4,0.595,0.0709,0.442,0.139,-12.899,0.282,0.297,48.702,POP,3
198664,5,1,4,0.68,0.622,0.587,0.209,-6.141,0.18,0.623,86.886,POP,3
150333,11,0,4,0.514,0.175,0.618,0.117,-4.585,0.0317,0.401,84.259,POP,3
201639,10,0,4,0.504,0.0945,0.672,0.0815,-5.53,0.0484,0.406,74.962,POP,3
175823,7,1,4,0.724,0.0648,0.702,0.121,-4.622,0.0429,0.688,106.044,POP,3
189173,8,1,4,0.678,0.0658,0.729,0.303,-4.188,0.137,0.643,99.895,POP,3
190932,11,1,4,0.665,0.423,0.699,0.0969,-5.265,0.0578,0.585,124.896,POP,3
189153,9,1,4,0.781,0.386,0.456,0.0767,-7.051,0.0381,0.544,117.976,POP,3
212142,9,0,4,0.644,0.629,0.721,0.146,-8.495,0.431,0.233,101.503,POP,3
185600,5,0,4,0.475,0.13,0.813,0.144,-5.996,0.0494,0.225,149.888,POP,3
183027,6,1,4,0.682,0.0737,0.656,0.353,-4.67,0.0435,0.607,130.089,POP,3
207333,1,1,4,0.724,0.28,0.647,0.102,-5.642,0.0658,0.435,106.96,POP,3
183840,2,1,4,0.746,0.0311,0.55,0.126,-9.68,0.0598,0.522,97.018,POP,3
194695,11,0,4,0.657,0.00558,0.83,0.126,-3.988,0.048,0.587,111.011,POP,3
173307,0,1,4,0.538,0.652,0.463,0.087,-6.185,0.0295,0.376,132.944,POP,3
213173,5,1,4,0.735,0.21,0.688,0.106,-5.471,0.104,0.282,110.045,POP,3
214227,1,1,4,0.404,0.215,0.531,0.0521,-4.328,0.103,0.321,164.848,POP,3
203418,7,0,4,0.596,0.0169,0.854,0.124,-5.114,0.463,0.152,120.274,POP,3
191496,6,1,4,0.775,0.033,0.872,0.298,-4.194,0.0469,0.379,122.994,POP,3
196589,0,0,4,0.503,0.488,0.504,0.122,-6.843,0.416,0.67,85.39,POP,3
180760,6,0,4,0.654,0.0599,0.528,0.0975,-6.224,0.0412,0.376,82.014,POP,3
214027,2,1,4,0.82,0.428,0.582,0.0419,-4.441,0.0454,0.309,112.064,POP,3
228207,5,0,4,0.757,0.173,0.849,0.0878,-3.424,0.0536,0.826,150.036,POP,3
205463,9,0,4,0.55,0.161,0.415,0.108,-6.557,0.052,0.274,172.065,POP,3
190022,4,1,4,0.527,0.172,0.747,0.0882,-6.768,0.0482,0.281,83.032,POP,3
198006,2,0,4,0.664,0.111,0.831,0.0596,-4.472,0.0435,0.696,125.058,POP,3
190867,6,0,4,0.518,0.569,0.596,0.133,-6.653,0.124,0.326,100.28,POP,3
209773,7,1,4,0.689,0.195,0.679,0.224,-5.893,0.0517,0.475,149.972,POP,3
205533,11,0,4,0.739,0.049,0.621,0.0718,-6.929,0.238,0.462,85.969,POP,3
193924,7,1,4,0.623,0.0228,0.851,0.12,-3.111,0.0409,0.4,100.063,POP,3
180493,6,0,4,0.856,0.193,0.632,0.0688,-3.692,0.074,0.697,112.009,POP,3
219640,1,0,4,0.65,0.135,0.718,0.106,-4.365,0.0384,0.686,114.034,POP,3
186987,1,0,4,0.697,0.0372,0.683,0.137,-2.881,0.117,0.603,96.133,POP,3
173800,6,0,4,0.56,0.555,0.68,0.116,-7.648,0.321,0.319,89.391,POP,3
194230,1,1,4,0.859,0.132,0.413,0.334,-7.399,0.182,0.697,115.035,POP,3
208812,5,1,4,0.752,0.0797,0.706,0.129,-6.274,0.0636,0.33,125.041,POP,3
197293,11,0,4,0.612,0.279,0.57,0.0963,-6.642,0.0347,0.335,77.004,POP,3
207440,5,1,4,0.306,0.84,0.117,0.121,-18.713,0.0322,0.142,74.319,JAZZ,4
137467,5,1,4,0.273,0.848,0.373,0.188,-9.989,0.0341,0.147,77.591,JAZZ,4
353267,0,1,4,0.654,0.595,0.311,0.125,-13.314,0.106,0.677,122.167,JAZZ,4
258160,10,0,4,0.477,0.956,0.258,0.193,-13.693,0.0328,0.225,110.064,JAZZ,4
211893,10,0,4,0.516,0.933,0.24,0.162,-13.131,0.0404,0.277,112.981,JAZZ,4
215240,7,1,5,0.296,0.851,0.22,0.153,-13.096,0.0325,0.212,116.916,JAZZ,4
224413,9,1,4,0.508,0.927,0.332,0.106,-9.224,0.104,0.21,72.099,JAZZ,4
277760,4,0,3,0.312,0.931,0.133,0.308,-17.037,0.0394,0.199,171.443,JAZZ,4
120960,4,1,4,0.449,0.131,0.508,0.15,-10.505,0.0849,0.477,74.662,JAZZ,4
109973,9,1,4,0.523,0.518,0.335,0.164,-13.115,0.0582,0.856,176.65,JAZZ,4
176480,5,0,4,0.713,0.974,0.134,0.127,-13.838,0.0948,0.599,144.67,JAZZ,4
147520,4,0,4,0.567,0.549,0.298,0.0797,-12.269,0.0608,0.372,119.966,JAZZ,4
174867,10,0,4,0.453,0.715,0.233,0.118,-13.106,0.0331,0.617,143.745,JAZZ,4
183000,7,0,4,0.37,0.8,0.207,0.0918,-14.98,0.0471,0.159,63.418,JAZZ,4
135787,0,0,5,0.604,0.409,0.506,0.141,-7.045,0.0662,0.801,163.29,JAZZ,4
106933,0,1,4,0.565,0.782,0.213,0.102,-11.172,0.0699,0.587,162.696,JAZZ,4
303733,3,1,4,0.255,0.315,0.366,0.729,-9.858,0.043,0.125,88.287,JAZZ,4
154509,7,1,4,0.486,0.666,0.225,0.68,-20.213,0.0479,0.87,149.6,JAZZ,4
236427,5,1,4,0.471,0.685,0.275,0.104,-12.791,0.0449,0.303,80.59,JAZZ,4
348880,0,1,4,0.586,0.733,0.422,0.131,-14.827,0.0914,0.778,89.223,JAZZ,4
330093,0,0,4,0.485,0.39,0.551,0.0814,-11.115,0.0283,0.452,116.162,JAZZ,4
187440,10,1,4,0.589,0.663,0.434,0.0834,-16.381,0.0435,0.84,101.434,JAZZ,4
234320,0,0,4,0.604,0.3,0.34,0.0896,-9.571,0.0619,0.36,127.992,JAZZ,4
149346,5,0,4,0.615,0.826,0.175,0.146,-14.561,0.0485,0.675,122.083,JAZZ,4
364360,1,0,4,0.579,0.381,0.597,0.326,-6.541,0.111,0.703,119.922,JAZZ,4
233573,6,1,4,0.59,0.223,0.564,0.273,-10.011,0.095,0.954,106.648,JAZZ,4
308088,7,1,4,0.512,0.859,0.312,0.132,-10.441,0.0548,0.438,86.268,JAZZ,4
259187,5,0,4,0.622,0.829,0.153,0.118,-17.999,0.042,0.407,124.327,JAZZ,4
203693,8,1,4,0.71,0.458,0.299,0.0547,-12.761,0.0628,0.705,109.313,JAZZ,4
217627,6,0,4,0.753,0.858,0.407,0.0968,-10.386,0.0711,0.522,118.314,JAZZ,4
202093,0,1,4,0.677,0.34,0.498,0.163,-8.549,0.0703,0.715,89.021,JAZZ,4
188067,2,0,4,0.713,0.753,0.639,0.0878,-5.529,0.0313,0.737,125.959,JAZZ,4
141133,0,0,4,0.438,0.941,0.00756,0.109,-26.44,0.0382,0.277,133.32,JAZZ,4
354567,0,1,4,0.65,0.723,0.32,0.0949,-12.994,0.102,0.638,122.052,JAZZ,4
143693,0,1,4,0.581,0.871,0.426,0.143,-16.366,0.169,0.951,83.85,JAZZ,4
222380,0,1,3,0.604,0.958,0.0123,0.0886,-18.155,0.149,0.216,123.202,JAZZ,4
149600,1,1,4,0.569,0.75,0.275,0.0666,-9.897,0.0399,0.509,118.431,JAZZ,4
172480,2,0,4,0.521,0.723,0.516,0.257,-7.456,0.0369,0.569,136.483,JAZZ,4
251867,2,0,4,0.583,0.627,0.614,0.401,-5.816,0.0737,0.482,140.736,JAZZ,4
154133,7,1,4,0.558,0.329,0.507,0.0958,-7.798,0.0396,0.533,121.965,JAZZ,4
204907,2,1,4,0.312,0.587,0.497,0.246,-6.95,0.0309,0.546,94.311,JAZZ,4
373943,3,1,4,0.439,0.9,0.181,0.0942,-15.371,0.0333,0.222,128.928,JAZZ,4
212280,9,1,3,0.325,0.433,0.275,0.159,-9.867,0.0463,0.232,203.045,JAZZ,4
148160,2,0,4,0.73,0.824,0.39,0.229,-6.147,0.046,0.478,125.187,JAZZ,4
198307,6,1,4,0.576,0.559,0.4,0.0883,-12.755,0.0453,0.768,116.129,JAZZ,4
149693,0,1,3,0.266,0.936,0.0626,0.163,-19.122,0.0391,0.162,169.556,JAZZ,4
182053,0,1,4,0.796,0.952,0.432,0.0602,-11.131,0.0581,0.848,111.484,JAZZ,4
296255,8,1,4,0.558,0.475,0.399,0.179,-11.246,0.0793,0.505,118.617,JAZZ,4
161567,0,0,4,0.636,0.505,0.492,0.188,-10.521,0.0468,0.814,142.976,JAZZ,4
123427,6,0,4,0.541,0.905,0.153,0.111,-12.37,0.0357,0.202,78.69,JAZZ,4
178533,5,0,4,0.735,0.866,0.217,0.0483,-11.736,0.0531,0.519,118.549,JAZZ,4
156413,4,1,3,0.574,0.955,0.19,0.0971,-9.594,0.0313,0.496,127.273,JAZZ,4
280555,0,0,4,0.489,0.903,0.29,0.106,-11.186,0.0298,0.506,104.052,JAZZ,4
167587,1,1,4,0.59,0.962,0.291,0.104,-8.092,0.0822,0.916,158.99,JAZZ,4
129907,8,0,4,0.593,0.0841,0.752,0.197,-6.617,0.0313,0.935,172.087,JAZZ,4
367133,9,1,4,0.488,0.783,0.48,0.14,-10.634,0.032,0.506,135.135,JAZZ,4
356960,0,0,3,0.351,0.888,0.135,0.0881,-13.622,0.0322,0.187,76.492,JAZZ,4
184800,7,0,4,0.464,0.696,0.338,0.145,-12.114,0.0547,0.639,104.927,JAZZ,4
232133,1,1,4,0.41,0.932,0.121,0.161,-14.988,0.0351,0.258,79.322,JAZZ,4
259187,5,0,4,0.622,0.829,0.153,0.118,-17.999,0.042,0.407,124.327,JAZZ,4
449147,3,1,4,0.426,0.753,0.383,0.128,-12.533,0.0351,0.378,113.959,JAZZ,4
387507,8,1,4,0.579,0.918,0.262,0.131,-15.437,0.0375,0.358,133.14,JAZZ,4
288173,5,1,4,0.383,0.911,0.0305,0.0966,-21.459,0.0332,0.172,64.27,JAZZ,4
218240,1,1,4,0.732,0.864,0.276,0.096,-12.828,0.0427,0.668,139.821,JAZZ,4
261155,10,0,4,0.389,0.971,0.00475,0.0639,-21.535,0.0499,0.127,113.066,JAZZ,4
373600,0,1,4,0.569,0.592,0.499,0.0855,-9.919,0.0281,0.53,136.338,JAZZ,4
206213,8,1,4,0.214,0.933,0.281,0.204,-9.835,0.031,0.29,74.096,JAZZ,4
392173,5,0,4,0.601,0.739,0.515,0.0676,-9.965,0.0616,0.535,122.125,JAZZ,4
346773,5,0,4,0.465,0.872,0.193,0.144,-23.373,0.0405,0.774,119.138,JAZZ,4
285307,11,0,4,0.402,0.849,0.187,0.959,-15.635,0.0962,0.27,87.039,JAZZ,4
171493,0,1,4,0.686,0.841,0.264,0.2,-11.925,0.0618,0.769,72.506,JAZZ,4
278653,7,0,3,0.269,0.916,0.269,0.107,-11.231,0.0275,0.0507,80.602,JAZZ,4
164867,4,0,3,0.39,0.909,0.05,0.0832,-14.448,0.0544,0.16,174.401,JAZZ,4
480187,2,1,4,0.505,0.647,0.805,0.101,-5.759,0.0389,0.667,123.824,JAZZ,4
232933,5,1,4,0.517,0.922,0.157,0.125,-13.545,0.0365,0.356,88.937,JAZZ,4
250493,10,0,4,0.691,0.847,0.19,0.55,-18.906,0.0941,0.322,114.277,JAZZ,4
262120,7,1,4,0.841,0.047,0.54,0.153,-10.038,0.1,0.595,79.004,JAZZ,4
407667,0,0,4,0.54,0.28,0.496,0.161,-12.514,0.0386,0.788,105.751,JAZZ,4
277960,8,0,4,0.479,0.419,0.4,0.0906,-13.399,0.0355,0.173,82.076,JAZZ,4
476067,0,0,4,0.527,0.534,0.204,0.0519,-17.195,0.057,0.756,79.428,JAZZ,4
214960,5,0,4,0.824,0.497,0.452,0.0956,-8.243,0.05,0.656,104.945,JAZZ,4
264840,5,0,3,0.357,0.935,0.186,0.483,-15.817,0.0349,0.246,129.154,JAZZ,4
400872,1,1,3,0.475,0.598,0.35,0.144,-13.903,0.0368,0.669,110.149,JAZZ,4
216320,2,0,4,0.743,0.707,0.408,0.0997,-14.223,0.0361,0.593,141.419,JAZZ,4
447173,5,0,4,0.658,0.734,0.624,0.097,-8.596,0.0344,0.581,146.168,JAZZ,4
171013,1,1,1,0.575,0.28,0.319,0.0888,-11.297,0.0354,0.334,124.403,JAZZ,4
231213,10,1,3,0.548,0.934,0.12,0.102,-12.556,0.033,0.318,72.534,JAZZ,4
243160,2,1,4,0.58,0.935,0.278,0.693,-17.383,0.146,0.386,76.164,JAZZ,4
225067,0,1,4,0.616,0.742,0.476,0.159,-7.241,0.0385,0.294,78.096,JAZZ,4
216524,5,0,4,0.7,0.657,0.265,0.27,-11.858,0.132,0.574,95.829,JAZZ,4
234587,5,0,4,0.621,0.793,0.283,0.097,-15.375,0.0449,0.747,93.251,JAZZ,4
468320,5,0,3,0.341,0.306,0.63,0.274,-9.671,0.0467,0.463,155.966,JAZZ,4
253933,0,1,4,0.524,0.957,0.108,0.139,-18.361,0.0493,0.322,127.982,JAZZ,4
176040,9,1,4,0.534,0.567,0.559,0.111,-5.22,0.0358,0.746,69.878,JAZZ,4
320773,5,0,4,0.355,0.924,0.152,0.126,-14.864,0.0401,0.145,65.215,JAZZ,4
160665,7,1,4,0.223,0.968,0.35,0.151,-13.08,0.0377,0.64,73.224,JAZZ,4
202080,9,1,4,0.732,0.926,0.33,0.1,-13.463,0.0322,0.38,103.991,JAZZ,4
264400,7,1,4,0.389,0.824,0.186,0.101,-15.523,0.0348,0.266,93.659,JAZZ,4
171733,5,0,4,0.563,0.622,0.33,0.227,-10.247,0.0299,0.419,92.699,JAZZ,4
295240,9,0,3,0.474,0.963,0.0676,0.14,-16.101,0.0363,0.248,115.719,JAZZ,4
198625,1,0,4,0.537,0.348,0.863,0.151,-3.25,0.048,0.383,145.116,TRAP,5
208074,8,0,4,0.664,0.0559,0.927,0.103,-3.498,0.14,0.874,160.042,TRAP,5
215040,1,1,4,0.752,0.0207,0.946,0.0834,-3.503,0.078,0.465,124.998,TRAP,5
159619,11,1,4,0.704,0.0959,0.868,0.439,-3.462,0.0563,0.238,99.924,TRAP,5
189822,8,1,4,0.802,0.144,0.669,0.132,-3.186,0.13,0.0396,110.044,TRAP,5
186873,7,1,3,0.639,0.00609,0.92,0.0786,-4.878,0.124,0.311,149.863,TRAP,5
175389,8,0,4,0.457,0.064,0.88,0.203,-5.962,0.266,0.31,146.067,TRAP,5
143298,2,1,4,0.763,0.0171,0.766,0.0251,-4.538,0.262,0.424,94.02,TRAP,5
174058,8,1,4,0.737,0.0198,0.985,0.314,-5.254,0.299,0.306,74.991,TRAP,5
188571,9,1,4,0.516,0.0117,0.893,0.788,-5.85,0.376,0.609,168.024,TRAP,5
188690,6,0,3,0.488,0.0369,0.674,0.305,-5.807,0.236,0.0803,144.935,TRAP,5
261441,0,0,4,0.603,0.016,0.665,0.138,-5.372,0.0655,0.184,160.018,TRAP,5
195000,0,1,4,0.611,0.221,0.811,0.152,-5.669,0.155,0.0948,96.012,TRAP,5
264804,4,0,4,0.367,0.0801,0.699,0.106,-6.957,0.0829,0.104,149.732,TRAP,5
159333,0,1,4,0.605,0.0608,0.662,0.131,-7.483,0.0394,0.229,90.025,TRAP,5
198400,9,1,4,0.417,0.0149,0.982,0.282,-2.732,0.185,0.195,149.972,TRAP,5
260505,7,1,4,0.91,0.11,0.851,0.0803,-4.701,0.212,0.444,105.968,TRAP,5
214400,9,1,5,0.563,0.000151,0.701,0.157,-6.863,0.0412,0.0367,75.04,TRAP,5
133538,2,1,4,0.603,0.00867,0.735,0.101,-7.566,0.13,0.214,159.945,TRAP,5
169993,4,1,4,0.584,0.0033,0.816,0.639,-6.882,0.0641,0.126,149.962,TRAP,5
314315,4,0,4,0.683,0.0233,0.883,0.058,-5.182,0.0428,0.651,126.013,TRAP,5
214038,9,1,4,0.631,0.000399,0.888,0.11,-6.262,0.0763,0.135,130.037,TRAP,5
182857,7,1,4,0.796,0.013,0.78,0.111,-5.582,0.148,0.365,128.092,TRAP,5
180800,8,1,4,0.636,0.00336,0.857,0.115,-6.497,0.132,0.326,149.979,TRAP,5
184556,7,0,4,0.618,0.101,0.951,0.384,-3.836,0.341,0.472,147.915,TRAP,5
207693,10,0,4,0.607,0.000428,0.942,0.111,-3.876,0.0857,0.164,150.074,TRAP,5
171818,1,1,4,0.769,0.00152,0.934,0.302,-4.611,0.123,0.475,109.981,TRAP,5
230083,8,1,4,0.665,0.275,0.56,0.297,-8.936,0.0732,0.148,121.016,TRAP,5
216476,1,1,4,0.442,0.141,0.646,0.332,-10.53,0.204,0.483,163.79,TRAP,5
244323,9,0,4,0.501,0.00228,0.93,0.701,-3.256,0.21,0.0668,150.069,TRAP,5
151771,1,1,4,0.735,0.00277,0.818,0.0866,-4.446,0.0613,0.2,130.023,TRAP,5
